code,name,标题公告,时间,文本
300805,电声股份,2020年06月10日投资者关系活动记录表.docx,2020/6/12 16:27,http://static.cninfo.com.cn/finalpage/2020-06-12/1207922356.docx
300719,安达维尔,2020年06月10日投资者关系活动记录表.doc,2020/6/12 16:22,http://static.cninfo.com.cn/finalpage/2020-06-12/1207922323.doc
002839,张家港行,2020年6月11日投资者关系活动记录表.doc,2020/6/12 16:17,http://static.cninfo.com.cn/finalpage/2020-06-12/1207922314.doc
002332,仙琚制药,仙琚制药：2020年6月12日投资者关系活动记录表.docx,2020/6/12 16:12,http://static.cninfo.com.cn/finalpage/2020-06-12/1207922232.docx
002609,捷顺科技,2020年06月11日投资者关系活动记录表.docx,2020/6/12 15:42,http://static.cninfo.com.cn/finalpage/2020-06-12/1207921994.docx
300673,佩蒂股份,2020年06月11日投资者关系活动记录表.docx,2020/6/12 15:32,http://static.cninfo.com.cn/finalpage/2020-06-12/1207921929.docx
002203,海亮股份,002203海亮股份调研活动信息20200612(2).docx,2020/6/12 15:27,http://static.cninfo.com.cn/finalpage/2020-06-12/1207921917.docx
002203,海亮股份,002203海亮股份调研活动信息20200612(1).docx,2020/6/12 15:22,http://static.cninfo.com.cn/finalpage/2020-06-12/1207921916.docx
000507,珠海港,2020年6月12日投资者关系活动记录表.pdf,2020/6/12 15:17,http://static.cninfo.com.cn/finalpage/2020-06-12/1207921915.pdf
002092,中泰化学,002092中泰化学调研活动信息20200612.docx,2020/6/12 15:12,http://static.cninfo.com.cn/finalpage/2020-06-12/1207921913.docx
002406,远东传动,002406远东传动调研活动信息20200611.docx,2020/6/12 15:02,http://static.cninfo.com.cn/finalpage/2020-06-12/1207921895.docx
002074,国轩高科,002074国轩高科调研活动信息20200612.docx,2020/6/12 14:57,http://static.cninfo.com.cn/finalpage/2020-06-12/1207921891.docx
002030,达安基因,002030达安基因投资者关系管理档案20200612(2).docx,2020/6/12 14:52,http://static.cninfo.com.cn/finalpage/2020-06-12/1207921890.docx
002541,鸿路钢构,2020年6月11日投资者关系活动记录表.doc,2020/6/12 14:02,http://static.cninfo.com.cn/finalpage/2020-06-12/1207921849.doc
002541,鸿路钢构,2020年6月10日投资者关系活动记录表.doc,2020/6/12 13:57,http://static.cninfo.com.cn/finalpage/2020-06-12/1207921842.doc
002632,道明光学,2020年6月12日投资者关系活动记录表.doc,2020/6/12 12:12,http://static.cninfo.com.cn/finalpage/2020-06-12/1207921720.doc
002560,通达股份,002560通达股份调研活动信息20200612.doc,2020/6/12 10:07,http://static.cninfo.com.cn/finalpage/2020-06-12/1207921673.doc
300718,长盛轴承,300718长盛轴承调研活动信息20200612.doc,2020/6/12 10:02,http://static.cninfo.com.cn/finalpage/2020-06-12/1207921672.doc
002079,苏州固锝,002079苏州固锝调研活动信息20200612.docx,2020/6/12 9:17,http://static.cninfo.com.cn/finalpage/2020-06-12/1207921575.docx
300456,赛微电子,300456赛微电子调研活动信息20200611.DOC,2020/6/11 23:59,http://static.cninfo.com.cn/finalpage/2020-06-11/1207921286.DOC
300676,华大基因,华大基因：2020年6月10日投资者关系活动记录表.doc,2020/6/11 23:57,http://static.cninfo.com.cn/finalpage/2020-06-11/1207921285.doc
300438,鹏辉能源,300438鹏辉能源投资者关系管理档案20200611.docx,2020/6/11 21:37,http://static.cninfo.com.cn/finalpage/2020-06-11/1207920155.docx
300636,同和药业,300636同和药业调研活动信息20200611.DOCX,2020/6/11 21:07,http://static.cninfo.com.cn/finalpage/2020-06-11/1207920109.DOCX
300044,赛为智能,2020年06月11日投资者关系活动记录表.doc,2020/6/11 20:02,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919982.doc
000738,航发控制,000738航发控制投资者关系管理档案20200611.docx,2020/6/11 19:52,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919977.docx
300748,金力永磁,2020年06月11日投资者关系活动记录表.docx,2020/6/11 19:27,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919884.docx
300548,博创科技,2020年6月10日投资者关系活动记录表.docx,2020/6/11 18:52,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919752.docx
300548,博创科技,2020年6月10日调研活动附件之投资者调研会议记录.doc,2020/6/11 18:47,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919751.doc
300577,开润股份,2020年6月11日投资者关系活动记录表.DOCX,2020/6/11 18:42,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919750.DOCX
000779,甘咨询,000779甘咨询投资者关系管理制度20200611.docx,2020/6/11 18:32,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919722.docx
300562,乐心医疗,300562乐心医疗调研活动信息20200611.doc,2020/6/11 18:27,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919675.doc
002706,良信电器,2020年6月11日投资者关系活动记录表.DOC,2020/6/11 18:11,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919462.DOC
002171,楚江新材,2020年6月9日投资者关系活动记录表.DOC,2020/6/11 18:10,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919328.DOC
000951,中国重汽,2020年6月10日投资者关系活动记录表.DOC,2020/6/11 18:10,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919327.DOC
002372,伟星新材,2020年6月10日投资者关系活动记录表（二）.DOCX,2020/6/11 18:10,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919319.DOCX
002326,永太科技,2020年6月11日投资者关系活动记录表.DOC,2020/6/11 18:10,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919318.DOC
000411,英特集团,000411英特集团调研活动信息20200611.DOC,2020/6/11 18:10,http://static.cninfo.com.cn/finalpage/2020-06-11/1207918711.DOC
002749,国光股份,002749国光股份调研活动信息20200611.doc,2020/6/11 17:52,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919330.doc
300702,天宇股份,300702天宇股份调研活动信息20200611.docx,2020/6/11 17:47,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919329.docx
000877,天山股份,2020年6月11日投资者关系活动记录表.docx,2020/6/11 17:37,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919315.docx
300207,欣旺达,2020年6月11日投资者关系活动记录表.doc,2020/6/11 17:32,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919279.doc
002773,康弘药业,2020年6月10日投资者关系活动记录表.docx,2020/6/11 17:27,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919237.docx
002773,康弘药业,2020年6月9日投资者关系活动记录表.docx,2020/6/11 17:22,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919234.docx
002332,仙琚制药,仙琚制药：2020年6月10日投资者关系活动记录表.docx,2020/6/11 17:17,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919215.docx
000717,韶钢松山,2020年6月10日投资者关系活动记录表.docx,2020/6/11 17:12,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919214.docx
002918,蒙娜丽莎,2020年6月11日投资者关系活动记录表.docx,2020/6/11 17:07,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919199.docx
002747,埃斯顿,2020年6月9日投资者关系活动记录表.docx,2020/6/11 17:02,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919198.docx
300818,耐普矿机,300818耐普矿机调研活动信息20200611.pdf,2020/6/11 16:57,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919114.pdf
300633,开立医疗,2020年6月10-11日投资者关系活动记录表.doc,2020/6/11 16:52,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919113.doc
002250,联化科技,2020年6月10日投资者关系活动记录表.pdf,2020/6/11 16:47,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919104.pdf
002035,华帝股份,2020年6月10日投资者关系活动记录表.docx,2020/6/11 16:42,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919088.docx
002909,集泰股份,2020年6月10日投资者关系活动记录表.docx,2020/6/11 16:37,http://static.cninfo.com.cn/finalpage/2020-06-11/1207919024.docx
300653,正海生物,2020年06月10日投资者关系活动记录表.doc,2020/6/11 16:12,http://static.cninfo.com.cn/finalpage/2020-06-11/1207918712.doc
300653,正海生物,2020年06月09日投资者关系活动记录表.doc,2020/6/11 15:52,http://static.cninfo.com.cn/finalpage/2020-06-11/1207918705.doc
002675,东诚药业,002675东诚药业调研活动信息20200611.DOCX,2020/6/11 15:47,http://static.cninfo.com.cn/finalpage/2020-06-11/1207918693.DOCX
002690,美亚光电,2020年06月10日投资者关系活动记录表.doc,2020/6/11 15:27,http://static.cninfo.com.cn/finalpage/2020-06-11/1207918229.doc
002084,海鸥住工,2020年6月11日投资者关系活动记录表.doc,2020/6/11 14:52,http://static.cninfo.com.cn/finalpage/2020-06-11/1207918199.doc
002372,伟星新材,2020年6月10日投资者关系活动记录表（一）.docx,2020/6/11 14:47,http://static.cninfo.com.cn/finalpage/2020-06-11/1207918198.docx
002484,江海股份,002484江海股份调研活动信息20200611.doc,2020/6/11 14:37,http://static.cninfo.com.cn/finalpage/2020-06-11/1207918194.doc
002544,杰赛科技,2020年6月10日投资者关系活动记录表.docx,2020/6/11 14:02,http://static.cninfo.com.cn/finalpage/2020-06-11/1207918192.docx
300414,中光防雷,2020年6月10日投资者关系活动记录表.doc,2020/6/11 12:17,http://static.cninfo.com.cn/finalpage/2020-06-11/1207918096.doc
300802,矩子科技,300802矩子科技调研活动信息20200611.docx,2020/6/11 11:27,http://static.cninfo.com.cn/finalpage/2020-06-11/1207918065.docx
000999,华润三九,2020年6月10日 投资者关系活动记录表.pdf,2020/6/11 11:22,http://static.cninfo.com.cn/finalpage/2020-06-11/1207918056.pdf
002860,星帅尔,002860星帅尔调研活动信息20200611.docx,2020/6/11 10:07,http://static.cninfo.com.cn/finalpage/2020-06-11/1207918037.docx
002079,苏州固锝,002079苏州固锝调研活动信息20200611.docx,2020/6/11 9:12,http://static.cninfo.com.cn/finalpage/2020-06-11/1207917959.docx
002254,泰和新材,2020年6月9日投资者关系活动记录表.pdf,2020/6/11 8:57,http://static.cninfo.com.cn/finalpage/2020-06-11/1207917955.pdf
300456,赛微电子,300456赛微电子调研活动信息20200610.DOC,2020/6/10 23:59,http://static.cninfo.com.cn/finalpage/2020-06-10/1207917722.DOC
002594,比亚迪,2020年6月8日投资者关系活动记录表.DOCX,2020/6/10 22:31,http://static.cninfo.com.cn/finalpage/2020-06-10/1207916429.DOCX
300559,佳发教育,300559佳发教育调研活动信息20200610.DOC,2020/6/10 21:06,http://static.cninfo.com.cn/finalpage/2020-06-10/1207916400.DOC
002717,岭南股份,2020年6月10日投资者关系活动记录表.DOC,2020/6/10 20:11,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915747.DOC
300044,赛为智能,2020年06月10日投资者关系活动记录表.DOC,2020/6/10 20:09,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915700.DOC
002073,软控股份,002073软控股份调研活动信息20200610.DOC,2020/6/10 20:09,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915358.DOC
300171,东富龙,300171东富龙调研活动信息20200610.DOCX,2020/6/10 20:09,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915230.DOCX
300470,中密控股,2020年6月9日投资者关系活动记录表.docx,2020/6/10 19:12,http://static.cninfo.com.cn/finalpage/2020-06-10/1207916179.docx
300448,浩云科技,浩云科技：2020年6月9日投资者关系活动记录表.doc,2020/6/10 18:52,http://static.cninfo.com.cn/finalpage/2020-06-10/1207916041.doc
002056,横店东磁,002056横店东磁调研活动信息20200610.docx,2020/6/10 18:47,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915992.docx
002288,超华科技,2020年6月10日投资者关系活动记录表.doc,2020/6/10 18:42,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915789.doc
002137,麦达数字,002137麦达数字业绩说明会、路演活动信息20200610.DOCX,2020/6/10 18:37,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915788.DOCX
000338,潍柴动力,2020年6月10日投资者关系活动记录表（二）.DOC,2020/6/10 18:32,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915754.DOC
000338,潍柴动力,2020年6月10日投资者关系活动记录表（一）.DOC,2020/6/10 18:27,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915748.DOC
300829,金丹科技,2020年6月8日投资者关系活动记录表.doc,2020/6/10 18:07,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915695.doc
002867,周大生,2020年6月9日投资者关系活动记录表.docx,2020/6/10 18:02,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915694.docx
002105,信隆健康,002105信隆健康调研活动信息20200610.docx,2020/6/10 17:57,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915674.docx
000795,英洛华,000795英洛华调研活动信息20200610.docx,2020/6/10 17:52,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915656.docx
002055,得润电子,2020年6月10日投资者关系活动记录表.docx,2020/6/10 17:47,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915638.docx
002028,思源电气,002028思源电气调研活动信息20200610.pdf,2020/6/10 17:27,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915593.pdf
300143,盈康生命,300143盈康生命业绩说明会、路演活动等20200609.doc,2020/6/10 17:22,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915592.doc
002556,辉隆股份,2020年6月9日投资者关系活动记录表.docx,2020/6/10 17:17,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915534.docx
002820,桂发祥,002820桂发祥业绩说明会、路演活动信息20200610.DOCX,2020/6/10 17:12,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915505.DOCX
300363,博腾股份,2020年6月9日投资者关系活动记录表.pdf,2020/6/10 17:07,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915479.pdf
300508,维宏股份,300508维宏股份调研活动信息20200610.docx,2020/6/10 17:02,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915445.docx
002709,天赐材料,2020年6月8日投资者关系活动记录表.docx,2020/6/10 16:57,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915429.docx
000851,高鸿股份,000851高鸿股份调研活动信息20200610.docx,2020/6/10 16:42,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915357.docx
300452,山河药辅,300452山河药辅调研活动信息20200610.doc,2020/6/10 16:37,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915270.doc
300717,华信新材,300717华信新材调研活动信息20200610.docx,2020/6/10 16:02,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915126.docx
300762,上海瀚讯,300762上海瀚讯调研活动信息20200610.docx,2020/6/10 15:57,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915107.docx
002287,奇正藏药,002287奇正藏药调研活动信息20200610.doc,2020/6/10 15:47,http://static.cninfo.com.cn/finalpage/2020-06-10/1207915053.doc
300806,斯迪克,300806斯迪克调研活动信息20200610.docx,2020/6/10 15:22,http://static.cninfo.com.cn/finalpage/2020-06-10/1207914679.docx
000630,铜陵有色,000630铜陵有色调研活动信息20200610(2).doc,2020/6/10 14:52,http://static.cninfo.com.cn/finalpage/2020-06-10/1207914665.doc
000630,铜陵有色,000630铜陵有色调研活动信息20200610(1).doc,2020/6/10 14:47,http://static.cninfo.com.cn/finalpage/2020-06-10/1207914664.doc
000949,新乡化纤,000949新乡化纤调研活动信息20200610.doc,2020/6/10 13:27,http://static.cninfo.com.cn/finalpage/2020-06-10/1207914620.doc
300414,中光防雷,2020年6月9日投资者关系活动记录表.doc,2020/6/10 11:22,http://static.cninfo.com.cn/finalpage/2020-06-10/1207914590.doc
002541,鸿路钢构,2020年6月9日投资者关系活动记录表.doc,2020/6/10 10:17,http://static.cninfo.com.cn/finalpage/2020-06-10/1207914550.doc
002787,华源控股,002787华源控股调研活动信息20200610.doc,2020/6/10 9:07,http://static.cninfo.com.cn/finalpage/2020-06-10/1207914477.doc
002717,岭南股份,2020年6月9日投资者关系活动记录表.DOC,2020/6/9 22:39,http://static.cninfo.com.cn/finalpage/2020-06-09/1207912440.DOC
000584,哈工智能,000584哈工智能投资者关系管理档案20200609.docx,2020/6/9 20:16,http://static.cninfo.com.cn/finalpage/2020-06-09/1207912274.docx
002153,石基信息,2020年6月5日投资者关系活动记录表.docx,2020/6/9 19:21,http://static.cninfo.com.cn/finalpage/2020-06-09/1207912118.docx
300741,华宝股份,300741华宝股份调研活动信息20200609.doc,2020/6/9 19:11,http://static.cninfo.com.cn/finalpage/2020-06-09/1207911957.doc
300816,艾可蓝,300816艾可蓝调研活动信息20200609.docx,2020/6/9 19:06,http://static.cninfo.com.cn/finalpage/2020-06-09/1207911735.docx
300037,新宙邦,2020年6月8日投资者关系活动记录表.pdf,2020/6/9 19:01,http://static.cninfo.com.cn/finalpage/2020-06-09/1207911734.pdf
002171,楚江新材,2020年6月8日投资者关系活动记录表.doc,2020/6/9 18:51,http://static.cninfo.com.cn/finalpage/2020-06-09/1207911732.doc
002641,永高股份,2020年6月8日投资者关系活动记录表（二）.DOCX,2020/6/9 18:46,http://static.cninfo.com.cn/finalpage/2020-06-09/1207911731.DOCX
002641,永高股份,2020年6月8日投资者关系活动记录表（一）.DOCX,2020/6/9 18:41,http://static.cninfo.com.cn/finalpage/2020-06-09/1207911730.DOCX
002084,海鸥住工,2020年6月9日投资者关系活动记录表（二）.doc,2020/6/9 18:36,http://static.cninfo.com.cn/finalpage/2020-06-09/1207911729.doc
002084,海鸥住工,2020年6月9日投资者关系活动记录表（一）.doc,2020/6/9 18:31,http://static.cninfo.com.cn/finalpage/2020-06-09/1207911728.doc
002793,罗欣药业,2020年6月8日投资者关系活动记录表.docx,2020/6/9 18:26,http://static.cninfo.com.cn/finalpage/2020-06-09/1207911727.docx
002695,煌上煌,2020年6月8日投资者关系活动记录表.DOC,2020/6/9 17:22,http://static.cninfo.com.cn/finalpage/2020-06-09/1207911733.DOC
002522,浙江众成,002522浙江众成调研活动信息20200604.doc,2020/6/9 16:21,http://static.cninfo.com.cn/finalpage/2020-06-09/1207910769.doc
300811,铂科新材,2020年6月5日投资者关系活动记录表.pdf,2020/6/9 16:11,http://static.cninfo.com.cn/finalpage/2020-06-09/1207910701.pdf
002535,*ST林重,002535*ST林重调研活动信息20200608.doc,2020/6/9 15:51,http://static.cninfo.com.cn/finalpage/2020-06-09/1207910634.doc
002891,中宠股份,2020年6月8日投资者活动记录表.docx,2020/6/9 15:46,http://static.cninfo.com.cn/finalpage/2020-06-09/1207910594.docx
002348,高乐股份,002348高乐股份业绩说明会、路演活动信息20200609.doc,2020/6/9 15:21,http://static.cninfo.com.cn/finalpage/2020-06-09/1207910474.doc
002957,科瑞技术,002957科瑞技术调研活动信息20200609.docx,2020/6/9 14:26,http://static.cninfo.com.cn/finalpage/2020-06-09/1207910455.docx
300369,绿盟科技,2020年6月5日投资者关系活动记录表.pdf,2020/6/9 14:21,http://static.cninfo.com.cn/finalpage/2020-06-09/1207910454.pdf
002458,益生股份,2020年06月08日投资者关系活动记录表.doc,2020/6/9 14:16,http://static.cninfo.com.cn/finalpage/2020-06-09/1207910452.doc
300296,利亚德,2020年6月8日投资者关系活动记录表-2.docx,2020/6/9 13:51,http://static.cninfo.com.cn/finalpage/2020-06-09/1207910448.docx
002632,道明光学,2020年6月9日投资者关系活动记录表.doc,2020/6/9 13:41,http://static.cninfo.com.cn/finalpage/2020-06-09/1207910447.doc
300296,利亚德,2020年6月8日投资者关系活动记录表.docx,2020/6/9 11:56,http://static.cninfo.com.cn/finalpage/2020-06-09/1207910389.docx
002773,康弘药业,2020年6月5日投资者关系活动记录表.docx,2020/6/9 11:46,http://static.cninfo.com.cn/finalpage/2020-06-09/1207910387.docx
002381,双箭股份,2020年6月8日投资者关系活动记录表.doc,2020/6/9 11:26,http://static.cninfo.com.cn/finalpage/2020-06-09/1207910320.doc
002351,漫步者,002351漫步者调研活动信息20200605.docx,2020/6/9 10:26,http://static.cninfo.com.cn/finalpage/2020-06-09/1207910296.docx
002461,珠江啤酒,002461珠江啤酒调研活动信息20200609.doc,2020/6/9 9:41,http://static.cninfo.com.cn/finalpage/2020-06-09/1207910269.doc
002106,莱宝高科,002106莱宝高科投资者关系管理档案20200603.doc,2020/6/9 9:26,http://static.cninfo.com.cn/finalpage/2020-06-09/1207910248.doc
300258,精锻科技,2020年6月3日投资者关系活动记录表.doc,2020/6/9 8:31,http://static.cninfo.com.cn/finalpage/2020-06-09/1207910065.doc
002402,和而泰,002402和而泰调研活动信息20200605.DOCX,2020/6/8 23:31,http://static.cninfo.com.cn/finalpage/2020-06-08/1207907929.DOCX
002230,科大讯飞,002230科大讯飞投资者关系管理档案20200608.doc,2020/6/8 22:17,http://static.cninfo.com.cn/finalpage/2020-06-08/1207907926.doc
000156,华数传媒,2020年6月5日投资者关系活动记录表.docx,2020/6/8 21:37,http://static.cninfo.com.cn/finalpage/2020-06-08/1207907912.docx
002314,南山控股,2020年6月4日投资者关系活动记录表.pdf,2020/6/8 20:47,http://static.cninfo.com.cn/finalpage/2020-06-08/1207907859.pdf
002675,东诚药业,002675东诚药业调研活动信息20200608.DOCX,2020/6/8 19:12,http://static.cninfo.com.cn/finalpage/2020-06-08/1207907506.DOCX
002867,周大生,2020年6月6日投资者关系活动记录表.docx,2020/6/8 18:42,http://static.cninfo.com.cn/finalpage/2020-06-08/1207907284.docx
002416,爱施德,002416爱施德调研活动信息20200605.docx,2020/6/8 18:32,http://static.cninfo.com.cn/finalpage/2020-06-08/1207907122.docx
002869,金溢科技,2020年6月8日投资者关系活动记录表.doc,2020/6/8 18:17,http://static.cninfo.com.cn/finalpage/2020-06-08/1207907001.doc
000526,紫光学大,厦门紫光学大股份有限公司2020年6月8日投资者关系活动记录表.docx,2020/6/8 18:07,http://static.cninfo.com.cn/finalpage/2020-06-08/1207906806.docx
002591,恒大高新,恒大高新：2020年6月5日投资者关系活动记录表.doc,2020/6/8 18:02,http://static.cninfo.com.cn/finalpage/2020-06-08/1207906744.doc
300213,佳讯飞鸿,2020年6月5日投资者关系活动记录表.doc,2020/6/8 17:57,http://static.cninfo.com.cn/finalpage/2020-06-08/1207906680.doc
300007,汉威科技,300007汉威科技调研活动信息20200608.docx,2020/6/8 17:52,http://static.cninfo.com.cn/finalpage/2020-06-08/1207906660.docx
300296,利亚德,2020年6月4日投资者关系活动记录表.docx,2020/6/8 17:47,http://static.cninfo.com.cn/finalpage/2020-06-08/1207906659.docx
300633,开立医疗,2020年6月4-5日投资者关系活动记录表.doc,2020/6/8 17:42,http://static.cninfo.com.cn/finalpage/2020-06-08/1207906644.doc
002421,达实智能,2020年06月08日达实智能投资者关系活动记录表.doc,2020/6/8 17:37,http://static.cninfo.com.cn/finalpage/2020-06-08/1207906643.doc
002656,ST摩登,002656ST摩登业绩说明会、路演活动信息20200608.DOCX,2020/6/8 17:37,http://static.cninfo.com.cn/finalpage/2020-06-08/1207906311.DOCX
002920,德赛西威,2020年6月5日投资者关系活动记录表.docx,2020/6/8 17:32,http://static.cninfo.com.cn/finalpage/2020-06-08/1207906312.docx
002623,亚玛顿,2020年6月4日投资者关系活动记录表.doc,2020/6/8 17:27,http://static.cninfo.com.cn/finalpage/2020-06-08/1207906310.doc
002942,新农股份,002942新农股份投资者关系管理档案20200608.DOCX,2020/6/8 17:22,http://static.cninfo.com.cn/finalpage/2020-06-08/1207906309.DOCX
002084,海鸥住工,2020年6月8日投资者关系活动记录表.doc,2020/6/8 17:17,http://static.cninfo.com.cn/finalpage/2020-06-08/1207906307.doc
000963,华东医药,2020年6月5日投资者关系活动记录表（投资者接待日活动）.doc,2020/6/8 17:12,http://static.cninfo.com.cn/finalpage/2020-06-08/1207906306.doc
000902,新洋丰,新洋丰农业科技股份有限公司2020年6月4日投资者关系活动记录表.docx,2020/6/8 17:07,http://static.cninfo.com.cn/finalpage/2020-06-08/1207906305.docx
000999,华润三九,2020年6月4日 投资者关系活动记录表.pdf,2020/6/8 17:02,http://static.cninfo.com.cn/finalpage/2020-06-08/1207906304.pdf
002254,泰和新材,2020年6月5日投资者关系活动记录表.pdf,2020/6/8 15:52,http://static.cninfo.com.cn/finalpage/2020-06-08/1207906069.pdf
002254,泰和新材,2020年6月4日投资者关系活动记录表.pdf,2020/6/8 15:47,http://static.cninfo.com.cn/finalpage/2020-06-08/1207906039.pdf
002749,国光股份,002749国光股份调研活动信息20200608.doc,2020/6/8 15:42,http://static.cninfo.com.cn/finalpage/2020-06-08/1207905944.doc
300673,佩蒂股份,2020年06月05日投资者关系活动记录表.docx,2020/6/8 15:37,http://static.cninfo.com.cn/finalpage/2020-06-08/1207905878.docx
300499,高澜股份,2020年6月5日投资者关系活动记录表.docx,2020/6/8 15:32,http://static.cninfo.com.cn/finalpage/2020-06-08/1207905877.docx
300772,运达股份,300772运达股份调研活动信息20200608.docx,2020/6/8 15:27,http://static.cninfo.com.cn/finalpage/2020-06-08/1207905876.docx
002938,鹏鼎控股,2020年6月5日投资者关系活动记录表.docx,2020/6/8 14:57,http://static.cninfo.com.cn/finalpage/2020-06-08/1207905872.docx
002334,英威腾,英威腾：2020年6月4日投资者关系活动记录表.doc,2020/6/8 14:47,http://static.cninfo.com.cn/finalpage/2020-06-08/1207905865.doc
300075,数字政通,300075数字政通调研活动信息20200608.doc,2020/6/8 14:37,http://static.cninfo.com.cn/finalpage/2020-06-08/1207905864.doc
002008,大族激光,2020年6月5日投资者关系活动记录表.DOC,2020/6/8 14:25,http://static.cninfo.com.cn/finalpage/2020-06-08/1207905782.DOC
002831,裕同科技,002831裕同科技调研活动信息20200608.docx,2020/6/8 14:12,http://static.cninfo.com.cn/finalpage/2020-06-08/1207905856.docx
300113,顺网科技,300113顺网科技调研活动信息20200608.docx,2020/6/8 13:37,http://static.cninfo.com.cn/finalpage/2020-06-08/1207905843.docx
300203,聚光科技,300203聚光科技调研活动信息20200608.doc,2020/6/8 11:42,http://static.cninfo.com.cn/finalpage/2020-06-08/1207905827.doc
300623,捷捷微电,300623捷捷微电调研活动信息20200608.doc,2020/6/8 9:52,http://static.cninfo.com.cn/finalpage/2020-06-08/1207905035.doc
300827,上能电气,上能电气：接待机构投资者调研活动的会议纪要.docx,2020/6/8 9:32,http://static.cninfo.com.cn/finalpage/2020-06-08/1207905033.docx
300456,赛微电子,300456赛微电子调研活动信息20200607.DOC,2020/6/7 23:57,http://static.cninfo.com.cn/finalpage/2020-06-07/1207904923.DOC
002911,佛燃能源,2020年6月5日投资者关系活动记录表.docx,2020/6/7 10:57,http://static.cninfo.com.cn/finalpage/2020-06-07/1207904620.docx
300438,鹏辉能源,300438鹏辉能源投资者关系管理档案20200606.docx,2020/6/6 21:07,http://static.cninfo.com.cn/finalpage/2020-06-06/1207904619.docx
300616,尚品宅配,2020年6月5日投资者关系活动记录表.docx,2020/6/6 16:22,http://static.cninfo.com.cn/finalpage/2020-06-06/1207904618.docx
300616,尚品宅配,2020年6月3日投资者关系活动记录表.docx,2020/6/6 16:17,http://static.cninfo.com.cn/finalpage/2020-06-06/1207904617.docx
300818,耐普矿机,300818耐普矿机调研活动信息20200606.pdf,2020/6/6 16:02,http://static.cninfo.com.cn/finalpage/2020-06-06/1207904616.pdf
002853,皮阿诺,2020年6月4日投资者关系活动记录表.pdf,2020/6/6 15:57,http://static.cninfo.com.cn/finalpage/2020-06-06/1207904615.pdf
002616,长青集团,002616长青集团调研活动信息20200603.doc,2020/6/6 11:37,http://static.cninfo.com.cn/finalpage/2020-06-06/1207904614.doc
002641,永高股份,2020年6月4日投资者关系活动记录表（二）.DOCX,2020/6/6 10:17,http://static.cninfo.com.cn/finalpage/2020-06-06/1207904613.DOCX
002641,永高股份,2020年6月4日投资者关系活动记录表（一）.DOCX,2020/6/6 10:12,http://static.cninfo.com.cn/finalpage/2020-06-06/1207904612.DOCX
